SKU_ID,Product_Name,Category,Sub_Category,MRP,Store_Price,Lead_Time_Days,Inventory_Turn
DM-S1110,Staples Item 1110,Staples,Dal,778,661,2,45
DM-S1111,Staples Item 1111,Staples,Rice,657,558,2,32
DM-F1112,FMCG Item 1112,FMCG,Snacks,345,317,5,19
DM-A1113,Apparel Item 1113,Apparel,Kids,206,123,10,17
DM-S1114,Staples Item 1114,Staples,Flour,728,618,3,28
DM-A1115,Apparel Item 1115,Apparel,Mens,961,576,15,33
DM-G1116,General Item 1116,General,Bedding,169,126,12,32
DM-S1117,Staples Item 1117,Staples,Oil,365,310,3,30
DM-G1118,General Item 1118,General,Bedding,1941,1455,12,22
DM-F1119,FMCG Item 1119,FMCG,Snacks,40,36,3,35
DM-F1120,FMCG Item 1120,FMCG,Shampoo,468,430,3,16
DM-G1121,General Item 1121,General,Toys,1940,1455,10,34
DM-G1122,General Item 1122,General,Bedding,1465,1098,12,30
DM-A1123,Apparel Item 1123,Apparel,Womens,1004,602,14,35
DM-S1124,Staples Item 1124,Staples,Dal,60,51,1,42
DM-S1125,Staples Item 1125,Staples,Oil,394,334,1,41
DM-S1126,Staples Item 1126,Staples,Oil,532,452,3,18
DM-S1127,Staples Item 1127,Staples,Rice,551,468,1,40
DM-A1128,Apparel Item 1128,Apparel,Kids,577,346,12,41
DM-A1129,Apparel Item 1129,Apparel,Mens,385,231,14,21
DM-G1130,General Item 1130,General,Toys,1058,793,11,43
DM-S1131,Staples Item 1131,Staples,Dal,791,672,1,44
DM-F1132,FMCG Item 1132,FMCG,Snacks,342,314,5,36
DM-S1133,Staples Item 1133,Staples,Rice,752,639,3,17
DM-A1134,Apparel Item 1134,Apparel,Kids,792,475,13,28
DM-G1135,General Item 1135,General,Toys,470,352,9,36
DM-S1136,Staples Item 1136,Staples,Rice,929,789,3,41
DM-A1137,Apparel Item 1137,Apparel,Mens,632,379,10,18
DM-F1138,FMCG Item 1138,FMCG,Shampoo,435,400,5,20
DM-A1139,Apparel Item 1139,Apparel,Kids,739,443,10,15
DM-F1140,FMCG Item 1140,FMCG,Snacks,151,138,5,17
DM-A1141,Apparel Item 1141,Apparel,Womens,358,214,12,35
DM-A1142,Apparel Item 1142,Apparel,Kids,665,399,14,44
DM-F1143,FMCG Item 1143,FMCG,Shampoo,25,23,3,36
DM-G1144,General Item 1144,General,Bedding,431,323,12,29
DM-S1145,Staples Item 1145,Staples,Rice,361,306,3,32
DM-G1146,General Item 1146,General,Bedding,1197,897,12,26
DM-A1147,Apparel Item 1147,Apparel,Womens,941,564,13,18
DM-G1148,General Item 1148,General,Bedding,231,173,11,41
DM-S1149,Staples Item 1149,Staples,Oil,172,146,3,20
DM-G1150,General Item 1150,General,Bedding,597,447,10,44
DM-G1151,General Item 1151,General,Kitchen,1093,819,8,22
DM-A1152,Apparel Item 1152,Apparel,Womens,680,408,14,27
DM-A1153,Apparel Item 1153,Apparel,Mens,539,323,10,44
DM-S1154,Staples Item 1154,Staples,Dal,734,623,1,37
DM-F1155,FMCG Item 1155,FMCG,Biscuits,426,391,4,41
DM-F1156,FMCG Item 1156,FMCG,Soap,313,287,5,42
DM-G1157,General Item 1157,General,Toys,103,77,10,18
DM-A1158,Apparel Item 1158,Apparel,Kids,250,150,15,31
DM-S1159,Staples Item 1159,Staples,Rice,82,69,3,27
DM-S1160,Staples Item 1160,Staples,Oil,83,70,1,22
DM-G1161,General Item 1161,General,Kitchen,1764,1323,12,43
DM-G1162,General Item 1162,General,Toys,674,505,10,30
DM-F1163,FMCG Item 1163,FMCG,Soap,60,55,5,35
DM-S1164,Staples Item 1164,Staples,Dal,496,421,1,36
DM-A1165,Apparel Item 1165,Apparel,Kids,903,541,13,34
DM-G1166,General Item 1166,General,Toys,1874,1405,11,31
DM-S1167,Staples Item 1167,Staples,Rice,947,804,1,17
DM-G1168,General Item 1168,General,Bedding,1541,1155,11,45
DM-S1169,Staples Item 1169,Staples,Rice,666,566,2,22
DM-G1170,General Item 1170,General,Kitchen,1952,1464,12,25
DM-G1171,General Item 1171,General,Kitchen,1196,897,12,39
DM-A1172,Apparel Item 1172,Apparel,Womens,302,181,11,38
DM-F1173,FMCG Item 1173,FMCG,Biscuits,184,169,4,25
DM-F1174,FMCG Item 1174,FMCG,Biscuits,488,448,3,37
DM-F1175,FMCG Item 1175,FMCG,Snacks,209,192,5,44
DM-A1176,Apparel Item 1176,Apparel,Womens,444,266,12,27
DM-S1177,Staples Item 1177,Staples,Rice,974,827,3,20
DM-F1178,FMCG Item 1178,FMCG,Biscuits,302,277,5,32
DM-S1179,Staples Item 1179,Staples,Rice,108,91,1,16
DM-F1180,FMCG Item 1180,FMCG,Biscuits,259,238,3,40
DM-G1181,General Item 1181,General,Bedding,1517,1137,11,20
DM-G1182,General Item 1182,General,Kitchen,1860,1395,12,24
DM-G1183,General Item 1183,General,Toys,1841,1380,10,18
DM-G1184,General Item 1184,General,Toys,1008,756,8,18
DM-S1185,Staples Item 1185,Staples,Oil,136,115,2,39
DM-G1186,General Item 1186,General,Bedding,445,333,9,31
DM-F1187,FMCG Item 1187,FMCG,Snacks,216,198,5,42
DM-F1188,FMCG Item 1188,FMCG,Snacks,294,270,4,41
DM-F1189,FMCG Item 1189,FMCG,Snacks,447,411,4,26
DM-F1190,FMCG Item 1190,FMCG,Snacks,68,62,3,27
DM-A1191,Apparel Item 1191,Apparel,Kids,858,514,11,16
DM-F1192,FMCG Item 1192,FMCG,Shampoo,239,219,4,36
DM-F1193,FMCG Item 1193,FMCG,Biscuits,183,168,3,23
DM-F1194,FMCG Item 1194,FMCG,Biscuits,153,140,4,25
DM-F1195,FMCG Item 1195,FMCG,Soap,360,331,5,35
DM-G1196,General Item 1196,General,Kitchen,776,582,8,21
DM-G1197,General Item 1197,General,Kitchen,1805,1353,8,36
DM-G1198,General Item 1198,General,Bedding,1291,968,12,27
DM-S1199,Staples Item 1199,Staples,Dal,815,692,3,43
DM-F1200,FMCG Item 1200,FMCG,Soap,358,329,5,24
DM-F1201,FMCG Item 1201,FMCG,Soap,482,443,3,22
DM-G1202,General Item 1202,General,Kitchen,1986,1489,8,34
DM-G1203,General Item 1203,General,Bedding,1840,1380,8,22
DM-S1204,Staples Item 1204,Staples,Oil,722,613,1,23
DM-G1205,General Item 1205,General,Kitchen,294,220,8,36
DM-G1206,General Item 1206,General,Kitchen,1217,912,7,19
DM-G1207,General Item 1207,General,Toys,349,261,9,28
DM-A1208,Apparel Item 1208,Apparel,Kids,216,129,13,33
DM-G1209,General Item 1209,General,Bedding,525,393,9,15
DM-F1210,FMCG Item 1210,FMCG,Shampoo,425,391,3,15
DM-A1211,Apparel Item 1211,Apparel,Womens,474,284,12,25
DM-G1212,General Item 1212,General,Toys,1421,1065,12,19
DM-F1213,FMCG Item 1213,FMCG,Shampoo,33,30,4,37
DM-G1214,General Item 1214,General,Kitchen,458,343,12,19
DM-S1215,Staples Item 1215,Staples,Rice,333,283,3,25
DM-S1216,Staples Item 1216,Staples,Oil,390,331,1,23
DM-A1217,Apparel Item 1217,Apparel,Mens,1008,604,10,21
DM-A1218,Apparel Item 1218,Apparel,Mens,1018,610,13,27
DM-A1219,Apparel Item 1219,Apparel,Mens,331,198,15,40
DM-G1220,General Item 1220,General,Kitchen,509,381,7,45
DM-F1221,FMCG Item 1221,FMCG,Shampoo,427,392,3,34
DM-G1222,General Item 1222,General,Toys,425,318,9,23
DM-F1223,FMCG Item 1223,FMCG,Biscuits,341,313,5,18
DM-G1224,General Item 1224,General,Bedding,306,229,9,27
DM-S1225,Staples Item 1225,Staples,Flour,269,228,3,23
DM-A1226,Apparel Item 1226,Apparel,Womens,625,375,12,25
DM-F1227,FMCG Item 1227,FMCG,Soap,386,355,3,42
DM-S1228,Staples Item 1228,Staples,Oil,647,549,3,17
DM-S1229,Staples Item 1229,Staples,Dal,203,172,2,41
DM-A1230,Apparel Item 1230,Apparel,Mens,588,352,14,40
DM-F1231,FMCG Item 1231,FMCG,Shampoo,111,102,4,38
DM-S1232,Staples Item 1232,Staples,Oil,573,487,2,16
DM-S1233,Staples Item 1233,Staples,Rice,776,659,2,15
DM-S1234,Staples Item 1234,Staples,Rice,289,245,3,25
DM-A1235,Apparel Item 1235,Apparel,Womens,447,268,10,18
DM-F1236,FMCG Item 1236,FMCG,Soap,435,400,4,24
DM-G1237,General Item 1237,General,Bedding,1301,975,12,34
DM-F1238,FMCG Item 1238,FMCG,Biscuits,169,155,4,28
DM-A1239,Apparel Item 1239,Apparel,Mens,579,347,14,40
DM-A1240,Apparel Item 1240,Apparel,Kids,238,142,13,28
DM-F1241,FMCG Item 1241,FMCG,Shampoo,197,181,4,30
DM-F1242,FMCG Item 1242,FMCG,Soap,64,58,5,28
DM-F1243,FMCG Item 1243,FMCG,Snacks,192,176,4,18
DM-S1244,Staples Item 1244,Staples,Dal,301,255,1,25
DM-S1245,Staples Item 1245,Staples,Dal,612,520,1,15
DM-S1246,Staples Item 1246,Staples,Dal,335,284,1,44
DM-A1247,Apparel Item 1247,Apparel,Mens,686,411,14,40
DM-A1248,Apparel Item 1248,Apparel,Kids,344,206,11,32
DM-G1249,General Item 1249,General,Bedding,1080,810,10,21
DM-A1250,Apparel Item 1250,Apparel,Womens,388,232,12,39
DM-G1251,General Item 1251,General,Toys,1994,1495,9,18
DM-G1252,General Item 1252,General,Bedding,973,729,7,41
DM-F1253,FMCG Item 1253,FMCG,Biscuits,452,415,4,40
DM-F1254,FMCG Item 1254,FMCG,Shampoo,94,86,3,42
DM-G1255,General Item 1255,General,Kitchen,1147,860,9,43
DM-S1256,Staples Item 1256,Staples,Oil,943,801,2,18
DM-G1257,General Item 1257,General,Kitchen,134,100,8,28
DM-G1258,General Item 1258,General,Toys,699,524,7,19
DM-F1259,FMCG Item 1259,FMCG,Shampoo,379,348,3,38
DM-G1260,General Item 1260,General,Kitchen,1648,1236,10,28
DM-S1261,Staples Item 1261,Staples,Oil,808,686,3,18
DM-S1262,Staples Item 1262,Staples,Flour,669,568,2,31
DM-S1263,Staples Item 1263,Staples,Flour,985,837,1,34
DM-F1264,FMCG Item 1264,FMCG,Biscuits,477,438,3,26
DM-F1265,FMCG Item 1265,FMCG,Biscuits,310,285,3,18
DM-A1266,Apparel Item 1266,Apparel,Womens,803,481,15,17
DM-A1267,Apparel Item 1267,Apparel,Womens,659,395,15,28
DM-F1268,FMCG Item 1268,FMCG,Shampoo,310,285,5,36
DM-G1269,General Item 1269,General,Bedding,1881,1410,11,29
DM-F1270,FMCG Item 1270,FMCG,Snacks,43,39,4,17
DM-G1271,General Item 1271,General,Kitchen,1396,1047,7,17
DM-A1272,Apparel Item 1272,Apparel,Kids,612,367,13,27
DM-F1273,FMCG Item 1273,FMCG,Shampoo,309,284,3,41
DM-F1274,FMCG Item 1274,FMCG,Shampoo,217,199,3,44
DM-F1275,FMCG Item 1275,FMCG,Shampoo,496,456,4,38
DM-S1276,Staples Item 1276,Staples,Dal,211,179,2,26
DM-G1277,General Item 1277,General,Kitchen,1678,1258,12,22
DM-S1278,Staples Item 1278,Staples,Flour,329,279,3,38
DM-A1279,Apparel Item 1279,Apparel,Kids,764,458,13,35
DM-F1280,FMCG Item 1280,FMCG,Snacks,454,417,3,19
DM-G1281,General Item 1281,General,Bedding,1890,1417,9,15
DM-A1282,Apparel Item 1282,Apparel,Mens,589,353,14,19
DM-G1283,General Item 1283,General,Toys,1123,842,10,43
DM-F1284,FMCG Item 1284,FMCG,Snacks,441,405,3,19
DM-A1285,Apparel Item 1285,Apparel,Mens,578,346,10,16
DM-S1286,Staples Item 1286,Staples,Flour,402,341,1,45
DM-A1287,Apparel Item 1287,Apparel,Womens,642,385,12,21
DM-A1288,Apparel Item 1288,Apparel,Womens,522,313,14,25
DM-G1289,General Item 1289,General,Bedding,1252,939,8,36
DM-F1290,FMCG Item 1290,FMCG,Soap,76,69,5,32
DM-S1291,Staples Item 1291,Staples,Oil,242,205,3,35
DM-A1292,Apparel Item 1292,Apparel,Kids,486,291,11,29
DM-F1293,FMCG Item 1293,FMCG,Snacks,140,128,5,25
DM-A1294,Apparel Item 1294,Apparel,Kids,818,490,13,41
DM-F1295,FMCG Item 1295,FMCG,Snacks,434,399,4,29
DM-A1296,Apparel Item 1296,Apparel,Kids,903,541,11,33
DM-F1297,FMCG Item 1297,FMCG,Shampoo,227,208,3,19
DM-A1298,Apparel Item 1298,Apparel,Kids,683,409,15,31
DM-S1299,Staples Item 1299,Staples,Dal,497,422,2,33
DM-A1300,Apparel Item 1300,Apparel,Mens,729,437,14,21
DM-F1301,FMCG Item 1301,FMCG,Shampoo,436,401,5,36
DM-S1302,Staples Item 1302,Staples,Oil,283,240,3,45
DM-S1303,Staples Item 1303,Staples,Oil,545,463,3,36
DM-A1304,Apparel Item 1304,Apparel,Kids,801,480,12,42
DM-G1305,General Item 1305,General,Toys,1851,1388,10,41
DM-S1306,Staples Item 1306,Staples,Flour,463,393,1,15
DM-S1307,Staples Item 1307,Staples,Oil,147,124,3,31
DM-G1308,General Item 1308,General,Kitchen,229,171,8,39
DM-A1309,Apparel Item 1309,Apparel,Womens,470,282,15,19
DM-F1310,FMCG Item 1310,FMCG,Biscuits,450,414,5,35
DM-A1311,Apparel Item 1311,Apparel,Womens,417,250,15,25
DM-S1312,Staples Item 1312,Staples,Dal,399,339,1,30
DM-S1313,Staples Item 1313,Staples,Rice,794,674,1,23
DM-G1314,General Item 1314,General,Bedding,355,266,11,32
DM-F1315,FMCG Item 1315,FMCG,Snacks,336,309,4,24
DM-G1316,General Item 1316,General,Kitchen,187,140,12,45
DM-A1317,Apparel Item 1317,Apparel,Womens,780,468,14,43
DM-A1318,Apparel Item 1318,Apparel,Mens,976,585,14,44
DM-A1319,Apparel Item 1319,Apparel,Kids,266,159,15,37
DM-G1320,General Item 1320,General,Toys,1913,1434,11,26
DM-A1321,Apparel Item 1321,Apparel,Womens,698,418,10,30
DM-G1322,General Item 1322,General,Kitchen,1423,1067,7,36
DM-A1323,Apparel Item 1323,Apparel,Womens,967,580,14,38
DM-F1324,FMCG Item 1324,FMCG,Snacks,49,45,4,19
DM-G1325,General Item 1325,General,Toys,1527,1145,8,18
DM-G1326,General Item 1326,General,Kitchen,1854,1390,12,31
DM-A1327,Apparel Item 1327,Apparel,Kids,901,540,14,15
DM-G1328,General Item 1328,General,Kitchen,393,294,10,21
DM-G1329,General Item 1329,General,Bedding,457,342,9,36
DM-G1330,General Item 1330,General,Kitchen,208,156,7,31
DM-S1331,Staples Item 1331,Staples,Dal,479,407,3,26
DM-S1332,Staples Item 1332,Staples,Dal,112,95,1,17
DM-A1333,Apparel Item 1333,Apparel,Womens,286,171,14,40
DM-F1334,FMCG Item 1334,FMCG,Snacks,310,285,5,33
DM-F1335,FMCG Item 1335,FMCG,Biscuits,225,207,5,42
DM-S1336,Staples Item 1336,Staples,Flour,605,514,3,35
DM-F1337,FMCG Item 1337,FMCG,Shampoo,278,255,3,20
DM-S1338,Staples Item 1338,Staples,Dal,139,118,1,44
DM-F1339,FMCG Item 1339,FMCG,Shampoo,346,318,3,37
DM-S1340,Staples Item 1340,Staples,Oil,834,708,1,23
DM-G1341,General Item 1341,General,Bedding,392,294,10,18
DM-G1342,General Item 1342,General,Toys,1025,768,10,21
DM-A1343,Apparel Item 1343,Apparel,Womens,249,149,11,35
DM-G1344,General Item 1344,General,Bedding,1251,938,12,28
DM-F1345,FMCG Item 1345,FMCG,Snacks,418,384,3,37
DM-A1346,Apparel Item 1346,Apparel,Kids,1007,604,11,15
DM-A1347,Apparel Item 1347,Apparel,Womens,739,443,13,21
DM-F1348,FMCG Item 1348,FMCG,Snacks,457,420,4,25
DM-A1349,Apparel Item 1349,Apparel,Mens,436,261,11,31
DM-A1350,Apparel Item 1350,Apparel,Womens,1046,627,14,36
DM-F1351,FMCG Item 1351,FMCG,Soap,43,39,5,36
DM-S1352,Staples Item 1352,Staples,Rice,850,722,2,24
DM-G1353,General Item 1353,General,Kitchen,626,469,10,27
DM-G1354,General Item 1354,General,Kitchen,587,440,11,21
DM-S1355,Staples Item 1355,Staples,Flour,876,744,3,28
DM-F1356,FMCG Item 1356,FMCG,Shampoo,222,204,5,16
DM-S1357,Staples Item 1357,Staples,Rice,239,203,1,16
DM-S1358,Staples Item 1358,Staples,Dal,442,375,3,27
DM-S1359,Staples Item 1359,Staples,Rice,79,67,1,35
DM-F1360,FMCG Item 1360,FMCG,Biscuits,381,350,3,38
DM-A1361,Apparel Item 1361,Apparel,Mens,971,582,13,40
DM-S1362,Staples Item 1362,Staples,Oil,215,182,2,44
DM-A1363,Apparel Item 1363,Apparel,Mens,522,313,11,41
DM-G1364,General Item 1364,General,Bedding,782,586,9,20
DM-G1365,General Item 1365,General,Bedding,1038,778,12,43
DM-G1366,General Item 1366,General,Bedding,1577,1182,12,41
DM-A1367,Apparel Item 1367,Apparel,Womens,520,312,11,45
DM-S1368,Staples Item 1368,Staples,Dal,599,509,2,18
DM-A1369,Apparel Item 1369,Apparel,Womens,599,359,12,22
DM-A1370,Apparel Item 1370,Apparel,Kids,735,441,13,40
DM-A1371,Apparel Item 1371,Apparel,Mens,712,427,10,16
DM-S1372,Staples Item 1372,Staples,Dal,945,803,2,23
DM-F1373,FMCG Item 1373,FMCG,Soap,190,174,4,43
DM-S1374,Staples Item 1374,Staples,Oil,319,271,2,34
DM-S1375,Staples Item 1375,Staples,Oil,893,759,1,35
DM-F1376,FMCG Item 1376,FMCG,Shampoo,230,211,5,25
DM-S1377,Staples Item 1377,Staples,Rice,153,130,1,22
DM-A1378,Apparel Item 1378,Apparel,Kids,245,147,14,22
DM-G1379,General Item 1379,General,Bedding,1188,891,12,24
DM-F1380,FMCG Item 1380,FMCG,Snacks,358,329,3,25
DM-A1381,Apparel Item 1381,Apparel,Mens,1188,712,11,23
DM-G1382,General Item 1382,General,Toys,1028,771,11,15
DM-F1383,FMCG Item 1383,FMCG,Shampoo,339,311,4,31
DM-A1384,Apparel Item 1384,Apparel,Womens,937,562,14,27
DM-G1385,General Item 1385,General,Bedding,762,571,11,23
DM-S1386,Staples Item 1386,Staples,Dal,805,684,3,44
DM-S1387,Staples Item 1387,Staples,Oil,953,810,2,26
DM-A1388,Apparel Item 1388,Apparel,Kids,679,407,15,41
DM-G1389,General Item 1389,General,Toys,685,513,9,31
DM-S1390,Staples Item 1390,Staples,Flour,654,555,3,15
DM-G1391,General Item 1391,General,Kitchen,156,117,12,24
DM-F1392,FMCG Item 1392,FMCG,Biscuits,55,50,3,18
DM-S1393,Staples Item 1393,Staples,Rice,813,691,1,37
DM-S1394,Staples Item 1394,Staples,Dal,998,848,2,22
DM-G1395,General Item 1395,General,Toys,816,612,12,37
DM-G1396,General Item 1396,General,Bedding,1567,1175,7,33
DM-G1397,General Item 1397,General,Kitchen,239,179,11,38
DM-S1398,Staples Item 1398,Staples,Oil,600,510,2,44
DM-S1399,Staples Item 1399,Staples,Rice,545,463,3,16
DM-F1400,FMCG Item 1400,FMCG,Shampoo,190,174,4,39
DM-A1401,Apparel Item 1401,Apparel,Mens,824,494,11,21
DM-A1402,Apparel Item 1402,Apparel,Kids,552,331,14,15
DM-G1403,General Item 1403,General,Kitchen,172,129,10,23
DM-A1404,Apparel Item 1404,Apparel,Mens,277,166,15,38
DM-A1405,Apparel Item 1405,Apparel,Mens,852,511,10,32
DM-S1406,Staples Item 1406,Staples,Rice,879,747,3,32
DM-G1407,General Item 1407,General,Kitchen,1367,1025,10,43
DM-A1408,Apparel Item 1408,Apparel,Mens,736,441,13,16
DM-G1409,General Item 1409,General,Toys,529,396,7,16
DM-F1410,FMCG Item 1410,FMCG,Snacks,426,391,3,36
DM-S1411,Staples Item 1411,Staples,Rice,381,323,3,21
DM-A1412,Apparel Item 1412,Apparel,Mens,543,325,14,26
DM-S1413,Staples Item 1413,Staples,Dal,803,682,3,39
DM-S1414,Staples Item 1414,Staples,Rice,823,699,2,36
DM-F1415,FMCG Item 1415,FMCG,Soap,289,265,5,42
DM-S1416,Staples Item 1416,Staples,Flour,434,368,2,19
DM-F1417,FMCG Item 1417,FMCG,Biscuits,276,253,3,41
DM-F1418,FMCG Item 1418,FMCG,Soap,398,366,4,23
DM-S1419,Staples Item 1419,Staples,Flour,305,259,1,17
DM-G1420,General Item 1420,General,Bedding,788,591,10,31
DM-A1421,Apparel Item 1421,Apparel,Mens,965,579,12,35
DM-A1422,Apparel Item 1422,Apparel,Womens,1045,627,13,32
DM-S1423,Staples Item 1423,Staples,Flour,371,315,1,26
DM-G1424,General Item 1424,General,Toys,216,162,12,22
DM-F1425,FMCG Item 1425,FMCG,Shampoo,228,209,3,37
DM-G1426,General Item 1426,General,Toys,307,230,7,19
DM-G1427,General Item 1427,General,Kitchen,1058,793,10,22
DM-G1428,General Item 1428,General,Bedding,1277,957,11,31
DM-A1429,Apparel Item 1429,Apparel,Kids,1183,709,14,24
DM-S1430,Staples Item 1430,Staples,Oil,688,584,1,25
DM-F1431,FMCG Item 1431,FMCG,Biscuits,402,369,5,22
DM-G1432,General Item 1432,General,Bedding,598,448,9,42
DM-A1433,Apparel Item 1433,Apparel,Mens,597,358,14,43
DM-S1434,Staples Item 1434,Staples,Flour,771,655,1,23
DM-S1435,Staples Item 1435,Staples,Dal,786,668,1,45
DM-F1436,FMCG Item 1436,FMCG,Snacks,383,352,3,36
DM-S1437,Staples Item 1437,Staples,Dal,364,309,3,30
DM-G1438,General Item 1438,General,Toys,503,377,9,36
DM-F1439,FMCG Item 1439,FMCG,Soap,406,373,3,17
DM-F1440,FMCG Item 1440,FMCG,Shampoo,415,381,5,21
DM-A1441,Apparel Item 1441,Apparel,Mens,771,462,15,45
DM-F1442,FMCG Item 1442,FMCG,Snacks,429,394,4,36
DM-G1443,General Item 1443,General,Bedding,1148,861,11,43
DM-F1444,FMCG Item 1444,FMCG,Snacks,402,369,3,27
DM-F1445,FMCG Item 1445,FMCG,Biscuits,490,450,5,20
DM-G1446,General Item 1446,General,Kitchen,1777,1332,7,27
DM-A1447,Apparel Item 1447,Apparel,Kids,998,598,14,26
DM-S1448,Staples Item 1448,Staples,Flour,969,823,3,30
DM-A1449,Apparel Item 1449,Apparel,Kids,364,218,13,27
DM-G1450,General Item 1450,General,Bedding,1855,1391,10,26
DM-F1451,FMCG Item 1451,FMCG,Soap,341,313,4,32
DM-S1452,Staples Item 1452,Staples,Dal,629,534,3,16
DM-S1453,Staples Item 1453,Staples,Rice,635,539,3,28
DM-S1454,Staples Item 1454,Staples,Oil,943,801,3,40
DM-A1455,Apparel Item 1455,Apparel,Kids,1174,704,14,39
DM-A1456,Apparel Item 1456,Apparel,Mens,508,304,14,32
DM-F1457,FMCG Item 1457,FMCG,Biscuits,62,57,4,42
DM-S1458,Staples Item 1458,Staples,Flour,634,538,2,26
DM-S1459,Staples Item 1459,Staples,Flour,847,719,2,36
DM-G1460,General Item 1460,General,Bedding,745,558,7,22
DM-S1461,Staples Item 1461,Staples,Rice,631,536,2,41
DM-G1462,General Item 1462,General,Toys,517,387,12,28
DM-S1463,Staples Item 1463,Staples,Oil,965,820,3,17
DM-A1464,Apparel Item 1464,Apparel,Mens,1087,652,14,42
DM-G1465,General Item 1465,General,Toys,428,321,8,26
DM-A1466,Apparel Item 1466,Apparel,Mens,1021,612,11,35
DM-F1467,FMCG Item 1467,FMCG,Soap,138,126,5,36
DM-S1468,Staples Item 1468,Staples,Rice,412,350,2,32
DM-G1469,General Item 1469,General,Toys,431,323,9,33
DM-A1470,Apparel Item 1470,Apparel,Womens,252,151,12,35
DM-G1471,General Item 1471,General,Kitchen,2000,1500,12,22
DM-A1472,Apparel Item 1472,Apparel,Mens,241,144,14,29
DM-F1473,FMCG Item 1473,FMCG,Soap,310,285,5,41
DM-F1474,FMCG Item 1474,FMCG,Soap,146,134,5,20
DM-A1475,Apparel Item 1475,Apparel,Kids,1060,636,13,17
DM-A1476,Apparel Item 1476,Apparel,Kids,306,183,15,30
DM-S1477,Staples Item 1477,Staples,Dal,970,824,1,24
DM-G1478,General Item 1478,General,Bedding,1062,796,9,16
DM-A1479,Apparel Item 1479,Apparel,Kids,526,315,11,44
DM-S1480,Staples Item 1480,Staples,Flour,939,798,1,45
DM-A1481,Apparel Item 1481,Apparel,Womens,695,417,13,27
DM-G1482,General Item 1482,General,Toys,1906,1429,10,39
DM-G1483,General Item 1483,General,Toys,842,631,12,19
DM-G1484,General Item 1484,General,Toys,1726,1294,11,36
DM-G1485,General Item 1485,General,Kitchen,483,362,12,20
DM-F1486,FMCG Item 1486,FMCG,Soap,413,379,4,18
DM-S1487,Staples Item 1487,Staples,Oil,546,464,2,26
DM-S1488,Staples Item 1488,Staples,Oil,787,668,2,22
DM-A1489,Apparel Item 1489,Apparel,Kids,223,133,15,45
DM-A1490,Apparel Item 1490,Apparel,Womens,369,221,15,30
DM-S1491,Staples Item 1491,Staples,Flour,285,242,1,16
DM-S1492,Staples Item 1492,Staples,Oil,559,475,3,41
DM-F1493,FMCG Item 1493,FMCG,Shampoo,114,104,3,37
DM-F1494,FMCG Item 1494,FMCG,Biscuits,387,356,5,37
DM-A1495,Apparel Item 1495,Apparel,Womens,262,157,11,30
DM-A1496,Apparel Item 1496,Apparel,Kids,218,130,11,25
DM-F1497,FMCG Item 1497,FMCG,Biscuits,53,48,4,45
DM-F1498,FMCG Item 1498,FMCG,Soap,345,317,5,15
DM-S1499,Staples Item 1499,Staples,Dal,833,708,3,35
DM-S1500,Staples Item 1500,Staples,Rice,562,477,2,43
DM-G1501,General Item 1501,General,Toys,1886,1414,9,22
DM-S1502,Staples Item 1502,Staples,Dal,97,82,2,22
DM-A1503,Apparel Item 1503,Apparel,Kids,440,264,15,32
DM-A1504,Apparel Item 1504,Apparel,Womens,282,169,12,40
DM-F1505,FMCG Item 1505,FMCG,Snacks,95,87,4,21
DM-A1506,Apparel Item 1506,Apparel,Mens,587,352,15,21
DM-G1507,General Item 1507,General,Kitchen,427,320,8,36
DM-A1508,Apparel Item 1508,Apparel,Mens,791,474,12,37
DM-A1509,Apparel Item 1509,Apparel,Womens,588,352,10,43
DM-G1510,General Item 1510,General,Kitchen,653,489,12,17
DM-A1511,Apparel Item 1511,Apparel,Womens,675,405,15,24
DM-S1512,Staples Item 1512,Staples,Oil,141,119,2,25
DM-A1513,Apparel Item 1513,Apparel,Womens,541,324,13,18
DM-S1514,Staples Item 1514,Staples,Oil,281,238,1,45
DM-S1515,Staples Item 1515,Staples,Flour,614,521,2,44
DM-G1516,General Item 1516,General,Kitchen,1168,876,9,38
DM-F1517,FMCG Item 1517,FMCG,Snacks,264,242,3,38
DM-S1518,Staples Item 1518,Staples,Dal,513,436,2,29
DM-S1519,Staples Item 1519,Staples,Rice,842,715,3,38
DM-F1520,FMCG Item 1520,FMCG,Biscuits,221,203,4,45
DM-A1521,Apparel Item 1521,Apparel,Mens,320,192,10,26
DM-G1522,General Item 1522,General,Kitchen,727,545,9,35
DM-A1523,Apparel Item 1523,Apparel,Womens,994,596,13,35
DM-G1524,General Item 1524,General,Kitchen,1629,1221,11,39
DM-G1525,General Item 1525,General,Kitchen,1647,1235,7,15
DM-G1526,General Item 1526,General,Toys,1514,1135,9,45
DM-S1527,Staples Item 1527,Staples,Rice,669,568,3,17
DM-A1528,Apparel Item 1528,Apparel,Mens,1027,616,13,33
DM-A1529,Apparel Item 1529,Apparel,Womens,1192,715,12,44
DM-A1530,Apparel Item 1530,Apparel,Womens,401,240,12,15
DM-A1531,Apparel Item 1531,Apparel,Mens,744,446,14,39
DM-A1532,Apparel Item 1532,Apparel,Womens,1069,641,12,34
DM-A1533,Apparel Item 1533,Apparel,Womens,557,334,10,18
DM-F1534,FMCG Item 1534,FMCG,Soap,352,323,4,28
